category,sample_idx,layer_idx,head_idx,kl
2,0,0,0,0.62609106
2,0,0,1,0.24026509
2,0,0,2,0.27886483
2,0,0,3,0.36425245
2,0,0,4,0.5240179
2,0,0,5,0.22841226
2,0,0,6,0.42944586
2,0,0,7,0.28040516
2,0,0,8,0.6652904
2,0,0,9,0.70270747
2,0,0,10,0.9867682
2,0,0,11,1.1137519
2,0,1,0,0.39927527
2,0,1,1,0.49365
2,0,1,2,0.26853788
2,0,1,3,0.8429803
2,0,1,4,1.6698086
2,0,1,5,0.56064755
2,0,1,6,0.16596872
2,0,1,7,0.2922421
2,0,1,8,1.8661201
2,0,1,9,0.60648656
2,0,1,10,0.6859137
2,0,1,11,0.5755451
2,0,2,0,0.16840442
2,0,2,1,0.88822156
2,0,2,2,0.2549384
2,0,2,3,0.59492165
2,0,2,4,0.16236281
2,0,2,5,0.16606624
2,0,2,6,0.23079829
2,0,2,7,0.73646826
2,0,2,8,0.28330347
2,0,2,9,0.23497473
2,0,2,10,0.6454243
2,0,2,11,1.1357261
2,0,3,0,0.19159828
2,0,3,1,0.34309223
2,0,3,2,0.43571755
2,0,3,3,0.36559755
2,0,3,4,0.25692132
2,0,3,5,0.22605604
2,0,3,6,0.3372752
2,0,3,7,0.47939977
2,0,3,8,0.31944525
2,0,3,9,0.25802922
2,0,3,10,0.13548502
2,0,3,11,1.1095871
2,0,4,0,0.6697139
2,0,4,1,0.46350965
2,0,4,2,0.16208293
2,0,4,3,0.31245816
2,0,4,4,0.08197404
2,0,4,5,0.32736897
2,0,4,6,0.41846114
2,0,4,7,0.3267089
2,0,4,8,0.40427363
2,0,4,9,0.23787819
2,0,4,10,0.6142364
2,0,4,11,0.19688606
2,0,5,0,0.17966375
2,0,5,1,0.7072827
2,0,5,2,0.4704302
2,0,5,3,0.10546985
2,0,5,4,1.6645802
2,0,5,5,0.25420102
2,0,5,6,1.0811901
2,0,5,7,0.085919134
2,0,5,8,4.585809
2,0,5,9,0.7455095
2,0,5,10,0.22597404
2,0,5,11,0.32757604
2,0,6,0,0.33571628
2,0,6,1,0.18562573
2,0,6,2,0.4936701
2,0,6,3,2.3596554
2,0,6,4,0.17220896
2,0,6,5,0.45262873
2,0,6,6,0.24131702
2,0,6,7,0.20941082
2,0,6,8,0.25780317
2,0,6,9,0.37058973
2,0,6,10,0.25513613
2,0,6,11,1.6288295
2,0,7,0,0.112812884
2,0,7,1,1.3304833
2,0,7,2,0.1650783
2,0,7,3,1.8114113
2,0,7,4,0.15440497
2,0,7,5,1.1320654
2,0,7,6,0.3237801
2,0,7,7,1.7034259
2,0,7,8,0.68976957
2,0,7,9,0.62445503
2,0,7,10,0.50250465
2,0,7,11,1.61856
2,0,8,0,0.56409806
2,0,8,1,0.6141736
2,0,8,2,0.56481653
2,0,8,3,0.11114797
2,0,8,4,0.40254295
2,0,8,5,0.76056325
2,0,8,6,0.43387946
2,0,8,7,0.5402426
2,0,8,8,0.31281707
2,0,8,9,3.0393782
2,0,8,10,2.2147286
2,0,8,11,2.6362722
2,0,9,0,0.9132355
2,0,9,1,1.5055236
2,0,9,2,0.9115017
2,0,9,3,0.46050608
