category,sample_idx,layer_idx,head_idx,kl
2,0,0,0,6.47129
2,0,0,1,2.4051232
2,0,0,2,2.6012897
2,0,0,3,5.486154
2,0,0,4,5.4054523
2,0,0,5,4.002466
2,0,0,6,4.1633673
2,0,0,7,3.073562
2,0,0,8,5.0800776
2,0,0,9,2.9693604
2,0,0,10,3.3147993
2,0,0,11,2.0094206
2,0,1,0,9.709655
2,0,1,1,3.6347494
2,0,1,2,2.2701516
2,0,1,3,6.5039845
2,0,1,4,7.882582
2,0,1,5,5.55907
2,0,1,6,7.4165525
2,0,1,7,3.1116478
2,0,1,8,7.7500196
2,0,1,9,5.9623547
2,0,1,10,7.3303022
2,0,1,11,6.3691716
2,0,2,0,2.5665267
2,0,2,1,9.687034
2,0,2,2,3.7247338
2,0,2,3,3.1262062
2,0,2,4,2.481438
2,0,2,5,5.0004354
2,0,2,6,3.105419
2,0,2,7,6.1142154
2,0,2,8,5.0473256
2,0,2,9,3.483446
2,0,2,10,1.8750323
2,0,2,11,4.51594
2,0,3,0,3.5904374
2,0,3,1,3.7470253
2,0,3,2,7.039764
2,0,3,3,8.9485035
2,0,3,4,5.7632365
2,0,3,5,3.8834634
2,0,3,6,4.4963155
2,0,3,7,7.516646
2,0,3,8,1.9280645
2,0,3,9,3.0927477
2,0,3,10,5.1386676
2,0,3,11,3.4877856
2,0,4,0,9.120257
2,0,4,1,5.3192005
2,0,4,2,2.826019
2,0,4,3,4.2243543
2,0,4,4,8.632471
2,0,4,5,3.8259318
2,0,4,6,4.871288
2,0,4,7,5.5532537
2,0,4,8,4.125351
2,0,4,9,4.9985576
2,0,4,10,2.1938996
2,0,4,11,1.8493454
2,0,5,0,5.370052
2,0,5,1,7.087291
2,0,5,2,5.1242805
2,0,5,3,7.1716127
2,0,5,4,4.055077
2,0,5,5,4.9481936
2,0,5,6,8.695173
2,0,5,7,5.484978
2,0,5,8,4.25174
2,0,5,9,5.3297563
2,0,5,10,4.7280993
2,0,5,11,4.0420732
2,0,6,0,5.5879636
2,0,6,1,8.646371
2,0,6,2,2.9784293
2,0,6,3,4.766811
2,0,6,4,3.1379516
2,0,6,5,4.4602733
2,0,6,6,5.0263906
2,0,6,7,8.812802
2,0,6,8,4.306111
2,0,6,9,4.289314
2,0,6,10,1.1115245
2,0,6,11,2.888035
2,0,7,0,1.6257302
2,0,7,1,3.803127
2,0,7,2,5.9074764
2,0,7,3,6.8558407
2,0,7,4,11.29746
2,0,7,5,3.5607057
2,0,7,6,8.661556
2,0,7,7,1.342298
2,0,7,8,4.0535626
2,0,7,9,8.305932
2,0,7,10,4.1651745
2,0,7,11,7.316627
2,0,8,0,3.3071744
2,0,8,1,3.4414735
2,0,8,2,7.5408893
2,0,8,3,6.1157384
2,0,8,4,10.441981
2,0,8,5,1.6518921
2,0,8,6,6.7990437
2,0,8,7,3.2503982
2,0,8,8,2.0030665
2,0,8,9,6.4882674
2,0,8,10,13.890975
2,0,8,11,2.867998
2,0,9,0,9.064719
2,0,9,1,4.467309
2,0,9,2,1.5488712
2,0,9,3,9.459191
2,0,9,4,5.719383
2,0,9,5,11.807069
2,0,9,6,6.5301113
2,0,9,7,3.0122108
2,0,9,8,4.4476852
2,0,9,9,8.019882
2,0,9,10,0.5555694
2,0,9,11,5.1355953
2,0,10,0,7.353757
2,0,10,1,7.7152433
2,0,10,2,3.0385606
2,0,10,3,10.5849085
2,0,10,4,10.573487
2,0,10,5,4.5282435
2,0,10,6,0.44493628
2,0,10,7,6.4303436
2,0,10,8,5.2430196
2,0,10,9,4.332941
2,0,10,10,3.00213
2,0,10,11,3.8412263
