category,sample_idx,layer_idx,head_idx,kl
2,0,0,0,2.018748
2,0,0,1,0.88672906
2,0,0,2,2.6782584
2,0,0,3,1.7219765
2,0,0,4,2.5466027
2,0,0,5,1.9642389
2,0,0,6,2.392894
2,0,0,7,1.0074039
2,0,0,8,2.4763942
2,0,0,9,1.6789625
2,0,0,10,0.5421226
2,0,0,11,4.8232603
2,0,1,0,3.9263642
2,0,1,1,1.5658394
2,0,1,2,1.6693939
2,0,1,3,0.60945857
2,0,1,4,3.3106499
2,0,1,5,3.7020512
2,0,1,6,2.1716042
2,0,1,7,1.4947947
2,0,1,8,1.6568369
2,0,1,9,2.4834933
2,0,1,10,2.900334
2,0,1,11,0.8417721
2,0,2,0,0.47905475
2,0,2,1,0.6537135
2,0,2,2,0.6833178
2,0,2,3,1.6066921
2,0,2,4,0.80675447
2,0,2,5,1.1750208
2,0,2,6,3.4889667
2,0,2,7,4.7599893
2,0,2,8,1.2105174
2,0,2,9,1.3208965
2,0,2,10,0.631086
2,0,2,11,2.146788
2,0,3,0,0.707341
2,0,3,1,2.1221182
2,0,3,2,3.3474262
2,0,3,3,2.6204443
2,0,3,4,1.294467
2,0,3,5,1.0008587
2,0,3,6,3.5444782
2,0,3,7,2.3357418
2,0,3,8,1.7322725
2,0,3,9,0.8651541
2,0,3,10,4.955163
2,0,3,11,1.3233197
2,0,4,0,0.95104206
2,0,4,1,0.7486102
2,0,4,2,4.8533287
2,0,4,3,3.0100098
2,0,4,4,0.7185432
2,0,4,5,9.51898
2,0,4,6,0.30189046
2,0,4,7,5.269394
2,0,4,8,1.705958
2,0,4,9,1.1120493
2,0,4,10,9.050273
2,0,4,11,1.0079315
2,0,5,0,4.7010612
2,0,5,1,4.2829084
2,0,5,2,0.39776167
2,0,5,3,0.95510685
2,0,5,4,1.1817377
2,0,5,5,4.783682
2,0,5,6,0.94429475
2,0,5,7,1.8691759
2,0,5,8,2.2372081
2,0,5,9,0.65939814
2,0,5,10,0.46067777
2,0,5,11,1.5960032
2,0,6,0,1.9274433
2,0,6,1,0.59361535
2,0,6,2,3.4162326
2,0,6,3,0.6431976
2,0,6,4,4.3621874
2,0,6,5,3.609881
2,0,6,6,3.8879113
2,0,6,7,3.0659611
2,0,6,8,1.920146
2,0,6,9,0.54340935
2,0,6,10,0.6987308
2,0,6,11,1.1634811
2,0,7,0,2.3521385
2,0,7,1,1.8615692
2,0,7,2,1.0410964
2,0,7,3,0.94568366
2,0,7,4,9.760837
2,0,7,5,0.7192295
2,0,7,6,10.325033
2,0,7,7,8.551463
2,0,7,8,4.1304746
2,0,7,9,0.82876444
2,0,7,10,2.083763
2,0,7,11,0.9802593
2,0,8,0,11.97753
2,0,8,1,5.629652
2,0,8,2,1.1240954
2,0,8,3,9.915838
2,0,8,4,1.4576203
2,0,8,5,3.594563
2,0,8,6,4.2280703
2,0,8,7,10.880697
2,0,8,8,2.2802286
2,0,8,9,4.1415954
2,0,8,10,2.4261982
2,0,8,11,2.7593992
2,0,9,0,8.737782
2,0,9,1,2.990392
2,0,9,2,0.3085118
2,0,9,3,5.400395
2,0,9,4,0.7290818
2,0,9,5,2.395117
2,0,9,6,6.7183557
2,0,9,7,4.4092765
2,0,9,8,5.1914907
2,0,9,9,2.238875
2,0,9,10,1.3873696
2,0,9,11,11.0488
2,0,10,0,3.7045593
2,0,10,1,1.5245366
2,0,10,2,3.6976917
2,0,10,3,0.02267749
2,0,10,4,0.8503453
2,0,10,5,11.842929
2,0,10,6,5.878951
2,0,10,7,5.141891
2,0,10,8,5.6897187
2,0,10,9,5.582336
2,0,10,10,6.2443953
2,0,10,11,4.2421684
2,0,11,0,2.7817729
2,0,11,1,4.6587386
2,0,11,2,2.0355544
2,0,11,3,1.5908213
2,0,11,4,1.7968887
2,0,11,5,9.150644
2,0,11,6,3.0511966
2,0,11,7,4.7758894
2,0,11,8,12.601667
2,0,11,9,7.453248
2,0,11,10,6.3477793
2,0,11,11,2.344557
2,1,0,0,2.9958131
2,1,0,1,1.3628296
2,1,0,2,3.2448463
2,1,0,3,2.842691
