category,sample_idx,layer_idx,max_attn_idx
2,3,5,0-1-2-2-2-2-2-7-7-7
2,3,5,0-1-2-2-2-2-2-0-0-0
2,3,5,0-1-2-2-2-2-2-7-7-0
2,3,5,0-1-1-1-1-1-2-2-1-1
2,3,5,0-1-2-2-2-2-2-7-7-7
2,3,5,0-1-2-2-2-2-2-0-0-0
2,3,5,0-1-2-2-2-2-2-7-8-8
2,3,5,0-1-2-2-2-2-2-7-8-8
2,3,5,0-0-2-2-2-2-2-0-0-0
2,3,5,0-1-2-2-2-2-2-7-8-8
2,3,5,0-1-2-2-2-2-1-7-8-4
2,3,6,0-1-2-2-1-2-2-6-0-0
2,3,6,0-1-1-2-2-2-1-7-8-9
2,3,6,0-1-2-2-2-2-2-7-8-8
2,3,6,0-1-2-2-2-2-2-6-8-0
2,3,6,0-1-1-1-1-1-1-7-8-8
2,3,6,0-0-0-0-0-0-0-0-0-0
2,3,6,0-0-2-2-2-2-2-0-0-0
2,3,6,0-1-1-2-2-2-2-7-7-7
2,3,6,0-1-2-2-2-2-2-7-8-0
2,3,6,0-1-2-2-2-2-2-7-8-8
2,3,6,0-0-2-2-2-2-6-7-8-8
2,3,6,0-1-1-1-1-1-1-7-8-0
2,3,7,0-1-2-2-2-2-2-5-5-5
2,3,7,0-1-1-1-1-1-1-7-8-8
2,3,7,0-1-1-1-1-1-6-6-7-9
2,3,7,0-1-2-2-2-2-2-7-8-8
2,3,7,0-1-2-3-3-3-3-0-8-9
2,3,7,0-1-2-2-2-2-2-7-8-8
2,3,7,0-1-2-2-2-2-6-7-7-7
2,3,7,0-1-1-2-4-4-2-7-7-6
2,3,7,0-1-2-2-2-2-2-7-8-8
2,3,7,0-1-1-1-1-1-6-7-8-9
2,3,7,0-1-2-2-2-2-2-7-8-8
2,3,7,0-1-1-2-1-2-2-0-0-0
2,3,8,0-1-1-2-2-2-2-0-8-9
2,3,8,0-1-2-2-2-2-2-7-8-9
2,3,8,0-1-2-2-2-2-2-0-0-9
2,3,8,0-1-1-1-1-1-3-7-8-8
2,3,8,0-1-2-2-2-2-6-6-8-8
